Datum;Bestellung;Versand Land;Versandort;Produkt;Nettomenge;Bruttoumsatz
11.11.21;#19546;Germany;Frontenhausen;Alaunstein;1;9.990
11.11.21;#19565;Germany;Karlsruhe;Alaunstein;1;8.390
11.11.21;#19572;Germany;Leipzig;Alaunstein;1;8.380
11.11.21;#19576;Germany;Einbeck;Alaunstein;1;8.390
11.11.21;#19581;Germany;Schifferstadt;Alaunstein;1;8.390
11.11.21;#19583;Germany;Hüfingen;Alaunstein;1;8.390
12.11.21;#19606;Germany;Hannover;Alaunstein;1;8.390
12.11.21;#19610;Germany;Herne;Alaunstein;1;8.390
12.11.21;#19620;Germany;Pfaffenhofen A.d.ilm;Alaunstein;1;8.390
12.11.21;#19645;Germany;Weil Der Stadt;Alaunstein;1;8.390
12.11.21;#19646;Germany;Bergkamen;Alaunstein;1;8.390
13.11.21;#19662;Germany;Ustersbach;Alaunstein;1;8.390
13.11.21;#19674;Germany;Remshalden;Alaunstein;3;25.180
13.11.21;#19677;Germany;Inneringen;Alaunstein;1;8.390
13.11.21;#19694;Germany;Monheim;Alaunstein;1;8.390
13.11.21;#19701;Germany;Frankfurt Am Main;Alaunstein;1;8.390
14.11.21;#19703;Germany;Mannheim;Alaunstein;1;8.390
14.11.21;#19723;Germany;Herne;Alaunstein;1;8.380
14.11.21;#19741;Germany;Leutershausen;Alaunstein;1;8.390
14.11.21;#19744;Germany;Kerpen;Alaunstein;1;8.390
14.11.21;#19751;Germany;Ebersbach An Der Fils;Alaunstein;1;8.390
15.11.21;#19796;Germany;Wickede;Alaunstein;1;8.390
15.11.21;#19818;Germany;Dresden;Alaunstein;1;8.390
16.11.21;#19828;Germany;Springe;Alaunstein;1;8.380
16.11.21;#19863;Germany;Kirchheim Unter Teck;Alaunstein;1;8.380
16.11.21;#19867;Germany;Fürth;Alaunstein;1;8.390
17.11.21;#19910;Germany;Rülzheim;Alaunstein;1;8.390
17.11.21;#19920;Germany;Tuntenhausen;Alaunstein;1;8.380
17.11.21;#19941;Germany;Oberotterbach;Alaunstein;1;8.390
18.11.21;#19949;Germany;Julbach;Alaunstein;1;8.390
18.11.21;#19972;Germany;Herrenberg;Alaunstein;1;8.380
18.11.21;#19977;Germany;Borsfleth;Alaunstein;1;8.390
18.11.21;#19988;Germany;Elsdorf;Alaunstein;1;8.390
19.11.21;#20011;Germany;Haigerloch;Alaunstein;1;8.390
19.11.21;#20014;Germany;Rostock;Alaunstein;1;8.390
19.11.21;#20028;Germany;Michelsneukirchen;Alaunstein;1;8.390
20.11.21;#20053;Germany;Bad Aibling;Alaunstein;1;8.390
20.11.21;#20055;Germany;Kastl;Alaunstein;1;8.390
21.11.21;#20109;Germany;Öhringen;Alaunstein;1;8.390
21.11.21;#20115;Germany;Pliezhausen;Alaunstein;1;8.390
21.11.21;#20121;Germany;Welkenbach;Alaunstein;1;9.990
21.11.21;#20123;Germany;K�Ln;Alaunstein;1;8.390
21.11.21;#20129;Germany;Ludwigslust;Alaunstein;1;8.380
22.11.21;#20147;Germany;Lierschied;Alaunstein;1;8.390
22.11.21;#20152;Germany;Neufahrn;Alaunstein;1;8.390
